"Broughton_ENG18830" "Broughton_ENG18871" "Broughton_ENG18901" "Dickens_ENG18481" "Dickens_ENG18530" "Dickens_ENG18540" "Disraeli_ENG18440" "Disraeli_ENG18450" "Disraeli_ENG18800" "Eliot_ENG18610" "Eliot_ENG18660" "Eliot_ENG18721" "Nesbit_ENG18890" "Nesbit_ENG19020" "Nesbit_ENG19060" "Ouida_ENG18670" "Ouida_ENG18740" "Ouida_ENG18831" "Trollope_ENG18551" "Trollope_ENG18650" "Trollope_ENG18742" "Ward_ENG18880" "Ward_ENG18951" "Ward_ENG19091" "Wells_ENG18952" "Wells_ENG19090" "Wells_ENG19120" "Yonge_ENG18531" "Yonge_ENG18560" "Yonge_ENG18651"
"mistress" 0.00353020086842941 0.00356511322799612 0.000650207741373369 0.0125733445096396 0.0094060364622237 0.00378759184910234 0.00562580871000206 0.00625907565970657 0.00521313013710532 0.00539803781325488 0.0171694084065716 0.0030952852614897 0.00412741324693282 0.0150660394730234 0 0.00596748911927817 0.00180060140086789 0.00206199384494837 0.00545122516285535 0.0139620604277975 0.00479133726222989 0.00546677736890839 0.00407050107868279 0.00741828756249907 0 0.00144512847192115 0.000660715819518867 0.00294464075382803 0.00857655565524885 0.00892592697780284
"receive" 0.00564832138948706 0.00213906793679767 0.00715228515510706 0.010896898575021 0.0102359808559493 0.00757518369820468 0.0112516174200041 0.0106404286215012 0.0173771004570177 0.00134950945331372 0.00268272006352681 0.00371434231378764 0.00412741324693282 0.00167400438589149 0 0.00477399129542254 0.00180060140086789 0.00257749230618547 0.0231677069421352 0.00961830829470497 0.00479133726222989 0.00170836792778387 0 0 0.00304645849200305 0 0.000660715819518867 0.0100959111559818 0.00527788040323006 0.00933165093133934
"soldier" 0.00211812052105765 0.0028520905823969 0 0.00139703827884884 0.00719285141228871 0 0 0.00125181513194131 0.000579236681900591 0.00269901890662744 0.000536544012705362 0 0.0010318533117332 0 0.0223538616295965 0.0895123367891726 0.00180060140086789 0.00618598153484512 0.00136280629071384 0.000930804028519835 0 0.00102502075667032 0 0.00890194507499889 0 0.00289025694384231 0 0.000841325929665152 0.000659735050403758 0.00486868744243791
"addressed" 0.0134147633000318 0.00641720381039302 0.0169054012757076 0.0106174909192512 0.00636290701856309 0.011362775547307 0.0175025159866731 0.0125181513194131 0.0220109939122225 0.00134950945331372 0.00375580808893754 0.00526198494453249 0.00309555993519961 0.00334800877178298 0.00279423270369956 0.00397832607951878 0.00180060140086789 0.00154649538371128 0.0109024503257107 0.00403348412358595 0.00479133726222989 0.00478343019779484 0 0.0118692600999985 0.00304645849200305 0.000722564235960577 0.0079285898342264 0.00126198889449773 0.00197920515121127 0.00162289581414597
"distinguished" 0.000706040173685883 0 0.00260083096549348 0.00502933780385583 0.0082994439372562 0 0.0343799421166793 0.021906764808973 0.0353334375959361 0 0.00643852815246435 0.00526198494453249 0.00412741324693282 0.00167400438589149 0.00419134905554935 0.000795665215903756 0 0 0 0.000930804028519835 0.00718700589334483 0.00478343019779484 0 0.00593463004999926 0 0.00361282117980288 0.0145357480294151 0.00294464075382803 0.00428827782762443 0.00689730721012038
"game" 0.00494228121580118 0.00784324910159147 0.000650207741373369 0.00586756077116513 0.00359642570614436 0.00473448981137793 0.00437562899666827 0.00751089079164789 0.00521313013710532 0.00134950945331372 0.00912124821599116 0.00464292789223455 0.00412741324693282 0.00669601754356596 0.0139711635184978 0.0111393130226526 0.00180060140086789 0 0.0149908691978522 0.0130312563992777 0.00958267452445978 0.00239171509889742 0 0.00445097253749944 0.00304645849200305 0.0195092343709356 0.0171786113074905 0.00588928150765607 0.00164933762600939 0.0101430988384123
"ordinary" 0.00564832138948706 0.00213906793679767 0.00585186967236032 0.00391170718077675 0.00331977757490248 0.00189379592455117 0.0187526957000069 0.0106404286215012 0.00753007686470769 0.0067475472665686 0.00751161617787507 0.0092858557844691 0.00928667980559884 0.00502201315767447 0.00139711635184978 0.00238699564771127 0 0.00103099692247419 0.0122652566164245 0.00992857630421158 0.00958267452445978 0.00854183963891936 0 0.0133529176124983 0.00304645849200305 0.00505794965172404 0.00528572655615093 0.00546861854282349 0.00692721802923946 0.00973737488487583
"worn" 0.00847248208423059 0.00356511322799612 0.00780249289648043 0.00670578373847443 0.0102359808559493 0.00852208166048027 0.00125017971333379 0.00500726052776526 0.00405465677330414 0.0067475472665686 0.00590198413975898 0.00650009904912837 0.00825482649386563 0.00334800877178298 0.00279423270369956 0.0119349782385563 0.00360120280173578 0.00979447076350477 0.00953964403499686 0.00310268009506612 0.00718700589334483 0.00854183963891936 0.0122115032360484 0.00445097253749944 0.0213252094440213 0.00144512847192115 0.00330357909759433 0.00588928150765607 0.00692721802923946 0.00608585930304739
"bore" 0.00211812052105765 0.00356511322799612 0.00130041548274674 0.00586756077116513 0.00138324065620937 0.0066282857359291 0.0150021565600055 0.0100145210555305 0.00753007686470769 0.00404852835994116 0.00912124821599116 0.00464292789223455 0.010318533117332 0.00837002192945746 0.00279423270369956 0.0175046347498826 0.00360120280173578 0.0149494553758757 0.00817683774428303 0.00682589620914546 0.00479133726222989 0.00478343019779484 0 0.0118692600999985 0 0.00361282117980288 0.0059464423756698 0.00504795557799091 0.00494801287802818 0.0056801353495109
"extremely" 0.00988456243160236 0.00427813587359535 0.0117037393447206 0.00894104498463258 0.00719285141228871 0.00852208166048027 0.0112516174200041 0.00813679835761855 0.00926778691040946 0 0.00160963203811609 0.00216669968304279 0.0010318533117332 0.00837002192945746 0.00279423270369956 0.000397832607951878 0 0 0.00272561258142768 0.00124107203802645 0 0.00512510378335161 0 0.00741828756249907 0.00913937547600914 0.0101158993034481 0.0171786113074905 0.00673060743732122 0.0131947010080752 0.0137946144202408
"familiar" 0.00282416069474353 0.00356511322799612 0.0110535316033473 0.00670578373847443 0.0094060364622237 0.0066282857359291 0.00687598842333585 0.00500726052776526 0.00637160350090651 0.00944656617319604 0.00375580808893754 0.00123811410459588 0.00412741324693282 0.00167400438589149 0.00558846540739913 0.0107414804147007 0.0180060140086789 0.0154649538371128 0.00136280629071384 0.000930804028519835 0.00239566863111494 0.01059188115226 0.00814100215736557 0.0133529176124983 0.0182787509520183 0.00867077083152692 0.0112321689318207 0.00546861854282349 0.00428827782762443 0.00284006767475545
"passionate" 0.0148268436474035 0.00926929439278991 0.00325103870686684 0.00195585359038838 0.00165988878745124 0 0.00625089856666896 0.0043813529617946 0.00347542009140355 0.00269901890662744 0.00590198413975898 0.00650009904912837 0.00515926655866602 0 0 0.0179024673578345 0.00180060140086789 0.0159804522983499 0.00136280629071384 0.00341294810457273 0 0.0235754774034174 0.0162820043147311 0.0118692600999985 0.00913937547600914 0.00794820659556635 0.0132143163903773 0.000841325929665152 0.00164933762600939 0.00202861976768246
"remain" 0.00706040173685883 0.00641720381039302 0.00325103870686684 0.00642637608270467 0.0102359808559493 0.00852208166048027 0.0100014377066703 0.00813679835761855 0.0144809170475148 0.00134950945331372 0.00375580808893754 0.00742868462757528 0 0 0.00419134905554935 0.00596748911927817 0 0.00206199384494837 0.0136280629071384 0.0186160805703967 0.00958267452445978 0.00375840944112452 0 0.00148365751249981 0.00304645849200305 0.00361282117980288 0.00264286327807547 0.00504795557799091 0.00494801287802818 0.00243434372121896
"clearly" 0.00635436156317294 0.00570418116479379 0.00195062322412011 0.00251466890192791 0.00304312944366061 0.00284069388682676 0.00500071885333517 0.00500726052776526 0.0069508401828071 0.00404852835994116 0.0134136003176341 0.0123811410459588 0.00722297318213243 0 0.00139711635184978 0.00238699564771127 0.00540180420260367 0.00154649538371128 0.0122652566164245 0.00372321611407934 0.00479133726222989 0.0194753943767361 0.00407050107868279 0.0267058352249967 0.0365575019040366 0.0122835920113298 0.0145357480294151 0.00294464075382803 0.00263894020161503 0.00202861976768246
"naturally" 0.00353020086842941 0.00356511322799612 0.0149547780515875 0.00810282201732327 0.0113425733809168 0.000946897962275585 0.00687598842333585 0.00312953782985329 0.0139016803656142 0.0107960756265098 0.00965779222869652 0.010523969889065 0.00825482649386563 0 0.00279423270369956 0.00477399129542254 0 0.00154649538371128 0.00408841887214151 0.00310268009506612 0.00479133726222989 0.00785849246780581 0.00814100215736557 0.0103856025874987 0.0152322924600152 0.00289025694384231 0.00858930565374527 0.00378596668349319 0.00362854277722067 0.00446296348890142
"sign" 0.00847248208423059 0.00570418116479379 0.00845270063785379 0.00530874545962559 0.00497966636235372 0.0066282857359291 0.00125017971333379 0.00250363026388263 0.000579236681900591 0.0148446039864509 0.00804816019058043 0.00990491283676704 0.00515926655866602 0.00167400438589149 0.00139711635184978 0.0139241412783157 0.00720240560347156 0.0077324769185564 0.00953964403499686 0.00899777227569174 0.00239566863111494 0.00683347171113548 0.00814100215736557 0.00741828756249907 0.00609291698400609 0.00216769270788173 0.00264286327807547 0.00967524819114925 0.00362854277722067 0.00689730721012038
"stands" 0.0296536872948071 0.0449204266727511 0.0344610102927885 0.00363229952500699 0.0171521841369962 0.00284069388682676 0 0.00187772269791197 0.00115847336380118 0 0.00268272006352681 0.00402387083993661 0.00206370662346641 0.00502201315767447 0.00139711635184978 0.00278482825566315 0 0.000515498461237093 0.00681403145356919 0.00248214407605289 0 0.00170836792778387 0 0.00148365751249981 0.00609291698400609 0.0151738489551721 0.000660715819518867 0.00210331482416288 0.000989602575605637 0.00121717186060948
"litvinoff" 0 0 0 0 0 0 0 0 0 0 0 0 0.336384179625024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"roehampton" 0 0 0 0 0 0 0 0 0.188831158299593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"shown" 0.00211812052105765 0.0028520905823969 0.00715228515510706 0.00726459905001397 0.00387307383738623 0.00852208166048027 0.00750107828000275 0.00187772269791197 0.00579236681900591 0.0067475472665686 0.0101943362414019 0.00990491283676704 0.010318533117332 0 0.00419134905554935 0.00676315433518193 0 0.00309299076742256 0.00681403145356919 0.0077567002376653 0.00718700589334483 0.00751681888224903 0.00814100215736557 0.0133529176124983 0.00609291698400609 0.00216769270788173 0.00462501073663207 0.0126198889449773 0.00659735050403758 0.0056801353495109
"anger" 0.0042362410421153 0.0149734755575837 0.00585186967236032 0.00391170718077675 0.00165988878745124 0.00568138777365351 0.00125017971333379 0.000625907565970657 0.00115847336380118 0.00944656617319604 0.0101943362414019 0.0139287836767036 0.00412741324693282 0.00334800877178298 0.00139711635184978 0.00556965651132629 0.00720240560347156 0.00412398768989675 0.00545122516285535 0.0201674206179298 0.00958267452445978 0.00444175661223806 0.00407050107868279 0.0118692600999985 0.00609291698400609 0.00505794965172404 0.00264286327807547 0.00799259633181895 0.0062674829788357 0.00324579162829194
"energy" 0.00706040173685883 0.000713022645599224 0.00195062322412011 0.00335289186923722 0.00387307383738623 0.00284069388682676 0.0143770667033386 0.0100145210555305 0.0133224436837136 0.00404852835994116 0.00697507216516971 0.0117620839936609 0.00206370662346641 0.0117180307012404 0.00139711635184978 0.000397832607951878 0 0 0.0136280629071384 0.00496428815210579 0.0143740117866897 0.0201587415478497 0 0.0148365751249981 0.0152322924600152 0.00867077083152692 0.0059464423756698 0.00210331482416288 0.00362854277722067 0.00486868744243791
"interesting" 0.00211812052105765 0.00499115851919457 0.00585186967236032 0.00335289186923722 0.00387307383738623 0.0066282857359291 0.0162523362733393 0.00500726052776526 0.0318580175045325 0.00134950945331372 0.00536544012705362 0.00680962757527734 0.0154777996759981 0.0133920350871319 0.0251480943332961 0.00318266086361503 0 0 0.00136280629071384 0.00217187606654628 0 0.00990853398114645 0 0.00741828756249907 0.00304645849200305 0.0130061562472904 0.0112321689318207 0.000841325929665152 0.00263894020161503 0.0056801353495109
"iron" 0.0176510043421471 0.0028520905823969 0.00260083096549348 0.00782341436155351 0.0182587766619636 0.0132565714718582 0.000625089856666896 0.0131440588853838 0.00231694672760237 0.00809705671988232 0.00375580808893754 0.00464292789223455 0.00515926655866602 0.00502201315767447 0.00838269811109869 0.0119349782385563 0.0144048112069431 0.00979447076350477 0.00408841887214151 0.000620536019013224 0 0.00478343019779484 0.0203525053934139 0.00296731502499963 0.0304645849200305 0.00578051388768462 0.00462501073663207 0.00210331482416288 0.000329867525201879 0.000811447907072986
"kindly" 0.0042362410421153 0.00570418116479379 0.0104033238619739 0.0061469684269349 0.00497966636235372 0.00189379592455117 0.00312544928333448 0.00500726052776526 0.00521313013710532 0.00944656617319604 0.00321926407623217 0.00340481378763867 0.00825482649386563 0.00837002192945746 0.0139711635184978 0.00437615868747066 0.0144048112069431 0.00567048307360803 0.0109024503257107 0.00155134004753306 0 0.00683347171113548 0.0162820043147311 0.0118692600999985 0.00304645849200305 0.00722564235960577 0.00528572655615093 0.0113579000504796 0.0131947010080752 0.00933165093133934
"knees" 0.0254174462526918 0.0142604529119845 0.0169054012757076 0.00530874545962559 0.00553296262483747 0.00473448981137793 0 0.00187772269791197 0.00173771004570177 0.0202426417997058 0.00697507216516971 0.00340481378763867 0.00309555993519961 0.00502201315767447 0.00558846540739913 0.00318266086361503 0.00360120280173578 0.0103099692247419 0.00953964403499686 0.00403348412358595 0 0.0092251868100329 0.0122115032360484 0.00593463004999926 0.00913937547600914 0.00433538541576346 0.0105714531123019 0.00462729261315834 0.00428827782762443 0.00446296348890142
"saved" 0.00494228121580118 0.00213906793679767 0.00455145418961358 0.00391170718077675 0.00387307383738623 0.00189379592455117 0.00812616813666965 0.00938861348955986 0.00347542009140355 0 0.00912124821599116 0.00526198494453249 0.0247644794815969 0.00837002192945746 0.00558846540739913 0.0226764586532571 0.0108036084052073 0.0123719630696902 0.00272561258142768 0.00465402014259918 0.00718700589334483 0.00410008302668129 0.00814100215736557 0.00445097253749944 0.00304645849200305 0.00650307812364519 0.00462501073663207 0.00420662964832576 0.00428827782762443 0.00486868744243791
"courage" 0.00706040173685883 0.00356511322799612 0.00260083096549348 0.00558815311539536 0.00276648131241873 0.00473448981137793 0.00750107828000275 0.0118922437534425 0.00579236681900591 0.00539803781325488 0.00375580808893754 0.00185717115689382 0.0010318533117332 0.00502201315767447 0.00838269811109869 0.0171068021419308 0.0108036084052073 0.010825467685979 0.0204420943607076 0.0148928644563174 0.00479133726222989 0.00717514529669226 0.00407050107868279 0.00593463004999926 0.00913937547600914 0.00650307812364519 0.00858930565374527 0.00126198889449773 0.00197920515121127 0.00243434372121896
"judge" 0.00494228121580118 0.00570418116479379 0.00715228515510706 0.00419111483654652 0.00691620328104684 0.00189379592455117 0.00500071885333517 0.00625907565970657 0.00579236681900591 0.00404852835994116 0.0139501443303394 0.00866679873217116 0.00515926655866602 0.00334800877178298 0.00279423270369956 0.00636532172723005 0 0.00154649538371128 0.0163536754885661 0.00465402014259918 0.00239566863111494 0.00751681888224903 0 0.00296731502499963 0.00913937547600914 0.00433538541576346 0.0019821474585566 0.0100959111559818 0.00923629070565261 0.0105488227919488
"absence" 0.0127087231263459 0.00213906793679767 0.00715228515510706 0.00586756077116513 0.00387307383738623 0.00284069388682676 0.0162523362733393 0.0118922437534425 0.00405465677330414 0.0202426417997058 0.00697507216516971 0.00897632725832013 0.00206370662346641 0.00502201315767447 0 0.00318266086361503 0.00540180420260367 0.00463948615113384 0.00272561258142768 0.0052745561616124 0.00479133726222989 0.00239171509889742 0 0.00741828756249907 0.0121858339680122 0.00144512847192115 0.00528572655615093 0.0105165741208144 0.00560774792843194 0.0117659946525583
"burning" 0.0134147633000318 0.0114083623295876 0.00650207741373369 0.00558815311539536 0.00719285141228871 0.00473448981137793 0.00125017971333379 0.0043813529617946 0.000579236681900591 0.00269901890662744 0.00321926407623217 0.00433339936608558 0.00619111987039922 0.00502201315767447 0.00419134905554935 0.0179024673578345 0.00360120280173578 0.0195889415270095 0.00272561258142768 0.00155134004753306 0.0311436922044943 0.00546677736890839 0.00407050107868279 0.00593463004999926 0.0152322924600152 0.00144512847192115 0.00330357909759433 0.00588928150765607 0.00560774792843194 0.00527441139597441
"cruel" 0.00917852225791648 0.00713022645599224 0.00845270063785379 0.00642637608270467 0.00331977757490248 0.00378759184910234 0.00250035942666758 0.00125181513194131 0 0.0067475472665686 0.00482889611434826 0.00526198494453249 0.00412741324693282 0.0117180307012404 0.00838269811109869 0.0183002999657864 0.016205412607811 0.0335073999804111 0.0109024503257107 0.00372321611407934 0 0.00273338868445419 0.00814100215736557 0.00741828756249907 0 0.00216769270788173 0.000660715819518867 0.00462729261315834 0.00329867525201879 0.00527441139597441
"happen" 0.00776644191054471 0.00499115851919457 0.00585186967236032 0.00558815311539536 0.00912938833098182 0.00473448981137793 0.00312544928333448 0.0087627059235892 0.0121639703199124 0.0134950945331372 0.00965779222869652 0.00680962757527734 0.0165096529877313 0.0217620570165894 0.0265452106851459 0.00119349782385563 0.00540180420260367 0 0.00136280629071384 0.00341294810457273 0.00239566863111494 0.00170836792778387 0 0.00148365751249981 0.00304645849200305 0.0108384635394087 0.009910737292783 0.00546861854282349 0.00527788040323006 0.0056801353495109
"lead" 0.00776644191054471 0.00356511322799612 0.00715228515510706 0.00726459905001397 0.00636290701856309 0.00189379592455117 0.00875125799333654 0.00625907565970657 0.00637160350090651 0.00809705671988232 0.00590198413975898 0.00588104199683043 0.00928667980559884 0.00502201315767447 0.0111769308147983 0.00994581519879695 0.00540180420260367 0.00515498461237093 0.00272561258142768 0.00496428815210579 0.00239566863111494 0.00683347171113548 0 0.00148365751249981 0.00609291698400609 0.00505794965172404 0.00660715819518867 0.0113579000504796 0.0062674829788357 0.00405723953536493
"gathered" 0.00847248208423059 0.00356511322799612 0.00585186967236032 0.00419111483654652 0.00221318504993499 0.00378759184910234 0.00187526957000069 0.00688498322567723 0.000579236681900591 0.00809705671988232 0.00858470420328579 0.010523969889065 0.00206370662346641 0.00502201315767447 0 0.0103436478067488 0.0108036084052073 0.0211354369107208 0.00272561258142768 0.00124107203802645 0 0.0116169019089303 0.00407050107868279 0.0133529176124983 0.00609291698400609 0.0101158993034481 0.00528572655615093 0.00504795557799091 0.00593761545363382 0.00608585930304739
"marney" 0 0 0 0 0 0 0 0.200916328676581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"despair" 0.0042362410421153 0.0135474302663853 0.00195062322412011 0.00447052249231629 0.00331977757490248 0.00189379592455117 0.00750107828000275 0.0106404286215012 0.0069508401828071 0.00539803781325488 0.0042923521016429 0.00433339936608558 0.00206370662346641 0.0100440263153489 0.00558846540739913 0.00875231737494132 0.00540180420260367 0.0123719630696902 0.00136280629071384 0.00372321611407934 0.00239566863111494 0.00956686039558968 0.0162820043147311 0.00296731502499963 0.00913937547600914 0.00144512847192115 0.00726787401470753 0.00715127040215379 0.00956615823085449 0.00973737488487583
"drink" 0.00353020086842941 0.00784324910159147 0.00260083096549348 0.00866163732886281 0.00497966636235372 0.00946897962275585 0.00250035942666758 0.0125181513194131 0.00173771004570177 0.0134950945331372 0.0144866883430448 0.00402387083993661 0.00928667980559884 0.00334800877178298 0.012574047166648 0.0147198064942195 0.00360120280173578 0.00979447076350477 0.00817683774428303 0.00868750426618513 0.00718700589334483 0.00205004151334065 0.0325640086294623 0.00296731502499963 0 0.00433538541576346 0.00528572655615093 0.00336530371866061 0.00263894020161503 0.00121717186060948
"kiss" 0.00706040173685883 0.0121213849751868 0.00585186967236032 0.0122939368538698 0.00608625888732122 0.00946897962275585 0 0.000625907565970657 0.000579236681900591 0.00404852835994116 0.00321926407623217 0.00340481378763867 0.0010318533117332 0.00669601754356596 0.00279423270369956 0.00437615868747066 0.00720240560347156 0.00670147999608221 0.00408841887214151 0.0102388443137182 0.0119783431555747 0.00546677736890839 0.0203525053934139 0.016320232637498 0 0.0093933350674875 0.00925002147326414 0.00673060743732122 0.00659735050403758 0.00608585930304739
"moral" 0.00211812052105765 0.00356511322799612 0 0.00530874545962559 0.00248983318117686 0.0142034694341338 0.0112516174200041 0.0225326723749437 0.00231694672760237 0.00539803781325488 0.0112674242668126 0.00650009904912837 0.010318533117332 0.00502201315767447 0 0.00119349782385563 0.00180060140086789 0.00154649538371128 0.00953964403499686 0.000310268009506612 0 0.0259671925023148 0.00407050107868279 0.0148365751249981 0.00304645849200305 0.0108384635394087 0.0105714531123019 0.0016826518593303 0.00230907267641315 0.00284006767475545
"pressed" 0.0042362410421153 0 0.00195062322412011 0.0069851913942442 0.00193653691869311 0.00378759184910234 0.00437562899666827 0.0100145210555305 0.00753007686470769 0.0067475472665686 0.00858470420328579 0.00526198494453249 0.00309555993519961 0.00502201315767447 0.00139711635184978 0.013128476062412 0 0.0072169784573193 0.0109024503257107 0.0108593803327314 0.00479133726222989 0.00615012454002194 0.00814100215736557 0.00593463004999926 0.0152322924600152 0.00505794965172404 0.0112321689318207 0.0088339222614841 0.0062674829788357 0.00365151558182844
"haven" 0 0.00213906793679767 0.000650207741373369 0.00866163732886281 0.00636290701856309 0.00378759184910234 0 0.00187772269791197 0.000579236681900591 0.0148446039864509 0.00268272006352681 0.00247622820919176 0.0134140930525317 0.0334800877178298 0.0419134905554935 0.00278482825566315 0 0.000515498461237093 0.00136280629071384 0.0186160805703967 0.0191653490489196 0.00580845095446516 0 0.0148365751249981 0 0.0108384635394087 0.0237857695026792 0.00126198889449773 0.00164933762600939 0.00121717186060948
"whenever" 0.0042362410421153 0.00356511322799612 0.00390124644824021 0.0106174909192512 0.0110659252496749 0.00757518369820468 0.00187526957000069 0.00250363026388263 0.00810931354660828 0.00944656617319604 0.000536544012705362 0.00464292789223455 0.00206370662346641 0 0 0.00517182390337442 0.00180060140086789 0.00360848922865965 0.00545122516285535 0.00248214407605289 0.00718700589334483 0.00751681888224903 0.0162820043147311 0.00890194507499889 0 0.00578051388768462 0.009910737292783 0.0088339222614841 0.010885628331662 0.0101430988384123
"ceased" 0.00353020086842941 0.00213906793679767 0.00585186967236032 0.00447052249231629 0.00221318504993499 0.00757518369820468 0.0100014377066703 0.0175254118471784 0.00926778691040946 0.0107960756265098 0.00643852815246435 0.00371434231378764 0.00515926655866602 0.00167400438589149 0.00419134905554935 0.00437615868747066 0.00360120280173578 0.0185579446045354 0.00272561258142768 0.00341294810457273 0.00479133726222989 0.00546677736890839 0.0203525053934139 0.00741828756249907 0.0152322924600152 0.00867077083152692 0.0151964638489339 0.00588928150765607 0.00362854277722067 0.00527441139597441
"frightened" 0.0112966427789741 0.0178255661399806 0.00975311612060053 0.00838222967309304 0.00774614767477246 0.00568138777365351 0.00687598842333585 0.00312953782985329 0.00231694672760237 0.00134950945331372 0.00965779222869652 0.00247622820919176 0.00619111987039922 0.0117180307012404 0.0167653962221974 0.00119349782385563 0.0126042098060752 0.00463948615113384 0.00272561258142768 0.00372321611407934 0.00239566863111494 0.00239171509889742 0.00407050107868279 0.00445097253749944 0.00609291698400609 0.00216769270788173 0.000660715819518867 0.00841325929665152 0.0112154958568639 0.00852020302426635
"harding" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.433372400447 0 0 0 0 0 0 0 0 0 0 0
"quarter" 0.00776644191054471 0.0142604529119845 0.00715228515510706 0.0069851913942442 0.00691620328104684 0.00757518369820468 0.0150021565600055 0.0168995042812078 0.00984702359231005 0.00539803781325488 0.0042923521016429 0.00185717115689382 0.00412741324693282 0.00334800877178298 0.00419134905554935 0.00716098694313381 0.00360120280173578 0.00309299076742256 0.00136280629071384 0.00744643222815868 0.0143740117866897 0.00170836792778387 0.00407050107868279 0.00296731502499963 0.00609291698400609 0.0093933350674875 0.0039642949171132 0.00462729261315834 0.00461814535282631 0.00486868744243791
"rough" 0.00282416069474353 0.0149734755575837 0.00195062322412011 0.00754400670578374 0.00608625888732122 0.00568138777365351 0.00250035942666758 0.00250363026388263 0.000579236681900591 0.00404852835994116 0.00321926407623217 0.00216669968304279 0.00619111987039922 0.00502201315767447 0.00558846540739913 0.0151176391021714 0.0216072168104147 0.0170114492208241 0.00681403145356919 0.00434375213309256 0.0239566863111494 0.00683347171113548 0 0.00296731502499963 0 0.00433538541576346 0.00726787401470753 0.00504795557799091 0.00791682060484509 0.00405723953536493
"single" 0.00564832138948706 0.00570418116479379 0.00455145418961358 0.00363229952500699 0.00636290701856309 0.0066282857359291 0.011876707276671 0.0150217815832958 0.0110054969561112 0.00269901890662744 0.00268272006352681 0.00402387083993661 0.00206370662346641 0.00837002192945746 0.0139711635184978 0.0210851282214495 0.0216072168104147 0.00979447076350477 0.00817683774428303 0.00434375213309256 0.00239566863111494 0.00444175661223806 0 0.00148365751249981 0.00304645849200305 0.00867077083152692 0.00528572655615093 0.00126198889449773 0.00197920515121127 0.00162289581414597
"voices" 0.00706040173685883 0.00784324910159147 0.00975311612060053 0.00419111483654652 0.0041497219686281 0.00946897962275585 0.00562580871000206 0.0118922437534425 0.00289618340950296 0.0148446039864509 0.00590198413975898 0.00123811410459588 0.00412741324693282 0.00334800877178298 0.0237509779814463 0.00875231737494132 0.016205412607811 0.0144339569146386 0.00817683774428303 0.00124107203802645 0 0.00615012454002194 0.00814100215736557 0.00741828756249907 0.0152322924600152 0.00144512847192115 0.009910737292783 0.00210331482416288 0.00725708555444134 0.00689730721012038
"delightful" 0.00353020086842941 0.00142604529119845 0.0110535316033473 0.00335289186923722 0.00580961075607934 0.000946897962275585 0.0106265275633372 0.0043813529617946 0.0196940471846201 0 0.00643852815246435 0.00897632725832013 0.00515926655866602 0.0167400438589149 0.00139711635184978 0.00119349782385563 0 0.000515498461237093 0.00545122516285535 0.00155134004753306 0 0.00546677736890839 0.00407050107868279 0.00593463004999926 0.00609291698400609 0.00433538541576346 0.0191607587660471 0.00967524819114925 0.00890642318045073 0.00933165093133934
"taught" 0.00282416069474353 0.00142604529119845 0.00195062322412011 0.00586756077116513 0.0041497219686281 0.00378759184910234 0.00187526957000069 0.00500726052776526 0.00405465677330414 0.00404852835994116 0.00536544012705362 0.00557151347068146 0.00928667980559884 0.0150660394730234 0.00698558175924891 0.00556965651132629 0.00720240560347156 0.0139184584534015 0.00408841887214151 0.00837723625667852 0.00479133726222989 0.00683347171113548 0 0.00890194507499889 0.00609291698400609 0.00289025694384231 0.00132143163903773 0.0100959111559818 0.0115453633820658 0.0105488227919488
"charm" 0.0042362410421153 0.00142604529119845 0.00195062322412011 0.00279407655769768 0.00138324065620937 0 0.00812616813666965 0.00312953782985329 0.0115847336380118 0.00404852835994116 0.00590198413975898 0.00433339936608558 0.00515926655866602 0.00502201315767447 0.139711635184978 0.00517182390337442 0.0108036084052073 0.00979447076350477 0.00136280629071384 0.00279241208555951 0.00239566863111494 0.0092251868100329 0 0.0118692600999985 0 0.00144512847192115 0.0039642949171132 0.00378596668349319 0.00230907267641315 0.00324579162829194
"devil" 0.0134147633000318 0.0149734755575837 0.00130041548274674 0.00502933780385583 0.00580961075607934 0.00378759184910234 0.00187526957000069 0.00187772269791197 0.00115847336380118 0.00404852835994116 0.0042923521016429 0.00526198494453249 0.00309555993519961 0 0.00279423270369956 0.0147198064942195 0.00180060140086789 0.049487852278761 0.00408841887214151 0.00744643222815868 0.0119783431555747 0.00273338868445419 0.00814100215736557 0.00148365751249981 0.00304645849200305 0.00505794965172404 0.00264286327807547 0 0 0
"gradgrind" 0 0 0 0 0 0.298272858116809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ideas" 0.000706040173685883 0.00570418116479379 0.00325103870686684 0.00419111483654652 0.00221318504993499 0.00189379592455117 0.00937634785000344 0.00625907565970657 0.00289618340950296 0.00809705671988232 0.00965779222869652 0.0185717115689382 0.00928667980559884 0.00334800877178298 0.00279423270369956 0.000397832607951878 0 0 0.00545122516285535 0.000620536019013224 0.00479133726222989 0.0140086170078277 0 0.0103856025874987 0.00913937547600914 0.023844619786699 0.0191607587660471 0.00252397778899546 0.00230907267641315 0.0056801353495109
